id,text,date,label
3233,"MXH ghi điểm, có báo chí bọc lót.
0-1 cho đội phường Bãi Chá.... MXH ghi điểm, có báo chí bọc lót. 0-1 cho đội phường Bãi Cháy! <URL>",2020-04-19,0
3234,"Từ năm 1995, Nhà Nước Cộng Sản đã cho lập Ngân Hàng Chính Sá.... Từ năm 1995, Nhà Nước Cộng Sản đã cho lập Ngân Hàng Chính Sách Xã Hội. Theo cách giải thích của chính quyền thì mục đích là để cho vay hộ nghèo và các đối tượng thuộc diện chính sách./nNgân hàng này được nhiều ưu tiên hơn các ngân hàng thương mại khác, ví dụ như tỷ lệ dự trữ bắt buộc của ngân hàng là 0%, không phải tham gia bảo hiểm tiền gửi, và được miễn thuế và các khoản phải nộp ngân sách nhà nước./nMục đích đưa ra những ưu tiên như thế là để làm gì? Là bởi Ngân Hàng Chính Sách phải đối diện với rủi ro cao. Vì một khi đã cho người nghèo vay thì tất nhiên khả năng thu hồi nợ là rất thấp. Vì thế nhà nước mới có nhiều chính sách ưu đãi để bù vào phần rủi ro mà ngân hàng này phải đối mặt./nĐược biết, tính đến ngày 30 tháng Chín, 2017, tổng nguồn vốn của Ngân Hàng Chính Sách Xã Hội hơn 179 ngàn tỉ đồng, tương đương với $8,5 tỉ. Tuy nhiên, hết 98% là cho vay ủy thác. Vậy cho vay ủy thác là gì?/nBài trích: Dân nghèo kêu trời, ngân hàng chính sách xã hội ở đâu? – Đỗ Ngà/nNguồn:Youtube Việt Tân/n/nViệt Tân là một tập hợp những người Việt yêu dân chủvới khát vọng Canh Tân con người và Canh Tân Việt Namqua các hoạt động đấu tranh bất bạo động./n© Copyright 2020 | Đảng Việt Tân/n",2025-02-03,1
3235,"Cbi cách_ly cả cái Hp nay đen noi roi , Cả ngõ 132 An đà trố.... Cbi cách_ly cả cái Hp nay đen noi roi , Cả ngõ 132 An đà trốn mẹ hết rồi ... cách_ly gì nữa ..Bê cả đệm và quần_áo chạy ngõ tắt thì biết rồi đấ < URL > ỉ cách_ly theo_dõi thì có cần nthe ko hả zời : |",2020-03-10,1
3236,"💉 HOẠT ĐỘNG TIÊM CHỦNG TRỞ LẠI: MỖI BUỔI TIÊM KHÔNG QUÁ 50 N.... 💉 HOẠT ĐỘNG TIÊM CHỦNG TRỞ LẠI: MỖI BUỔI TIÊM KHÔNG QUÁ 50 NGƯỜI 🏙 Hoạt động tiêm chủng mở rộng trước mắt được triển khai đối với các tỉnh, thành phố thuộc nhóm nguy cơ thấp, các tỉnh thuộc nhóm nguy cơ cao và có nguy cơ sẽ tạm hoãn tiêm chủng thường xuyên. Theo đó: - Đối với các tỉnh, thành phố thuộc nhóm có nguy cơ thấp, thực hiện công tác tiêm chủng thường xuyên, bảo đảm an toàn tiêm chủng và các biện pháp phòng, chống lây nhiễm SARS-CoV-2 theo quy định. - Đối với các tỉnh, thành phố thuộc nhóm nguy cơ cao và có nguy cơ sẽ tạm hoãn triển khai công tác tiêm chủng thường xuyên và thực hiện quản lý đối tượng tiêm chủng để tổ chức tiêm bù bảo đảm trẻ được tiêm chủng đầy đủ ngay sau khi đủ điều kiện tiếp tục triển khai tiêm chủng thường xuyên. Các tỉnh, thành phố sẽ cập nhật tình hình, mức độ nguy cơ dịch COVID-19 theo Ban Chỉ đạo Quốc gia phòng, chống COVID-19, khi thuộc nhóm có nguy cơ thấp sẽ tiếp tục triển khai tiêm chủng thường xuyên, hạn chế ngắn nhất thời gian gián đoạn tiêm chủng và đảm bảo đúng quy định về phòng chống dịch. Các buổi tiêm chủng được tổ chức bảo đảm an toàn theo các quy định hiện hành của Bộ Y tế và hướng dẫn của Dự án Tiêm chủng mở rộng, đồng thời các địa phương lưu ý các hướng dẫn lập kế hoạch buổi tiêm chủng. 👨‍👩‍👧‍👦 Các địa phương lập danh sách đối tượng đến tiêm chủng theo khung giờ bảo đảm không quá 20 người/điểm tiêm chủng trong cùng thời điểm và không quá 50 đối tượng/điểm tiêm chủng/buổi tiêm chủng. Cùng với đó, sàng lọc đối tượng trước buổi tiêm chủng: - Đối với những trẻ đang ốm, sốt hoặc có biểu hiện viêm long đường hô hấp thì chủ động tư vấn không đưa trẻ đi tiêm chủng - Người đưa trẻ đi tiêm chủng phải đảm bảo không có các dấu hiệu ho, sốt, nghi ngờ nhiễm SARS-CoV-2 hay có tiền sử tiếp xúc gần với bệnh nhân COVID-19 trong vòng 14 ngày. Yêu cầu tại các điểm tiêm chủng cần bố trí vị trí chờ tiêm chủng thông thoáng, đủ ghế ngồi chờ và bảo đảm khoảng cách tối thiểu 2m giữa các đối tượng. Bố trí điểm tiêm chủng theo quy tắc 1 chiều, bảo đảm khoảng cách tối thiểu 2m giữa các bàn/vị trí tiêm chủng. Bố trí thêm diện tích, phòng theo dõi trẻ sau tiêm chủng 30 phút để bảo đảm khoảng cách tối thiểu 2m giữa các đối tượng. Lưu ý, tại các điểm tiêm chủng không sử dụng điều hòa trong buổi tiêm chủng... --- 📋 Trên đây là Hướng dẫn tổ chức tiêm chủng thường xuyên trong bối cảnh dịch COVID-19 do Dự án Tiêm chủng mở rộng (Viện Vệ sinh dịch tễ Trung ương) xây dựng.",2020-04-28,0
3237,"CHÍNH PHỦ VIỆT NAM ĐANG LÊN KẾ HOẠCH TRUYỀN THÔNG ĐỂ LỪA PHỈ.... CHÍNH PHỦ VIỆT NAM ĐANG LÊN KẾ HOẠCH TRUYỀN THÔNG ĐỂ LỪA PHỈNH NGƯỜI VIỆT HOẠT ĐỘNG TRỞ LẠI DÙ DỊCH BỆNH ĐANG HOÀNH BÁNH VÌ HỌ ĐANG CẠN KIỆT NG N SÁCH. Mấy ngày nay, truyền thông trong nước rao ầm lên là tính này hết dịch, tỉnh kia không còn ca mới. Bạn có tin được không? Nhưng do sự lãnh đạo tài tình và triệt để nên đã không chế được. Rồi dùng phép thử cho dư luận thử nếm Cục Lửa Covid qua cho dân Hàn, ai ngờ người Hàn dữ quá đòi rút nhà máy và Công ty về nước, vì các Công Ty Hàn đóng góp cho GDP VN quả cao nên cũng ko thể bán cải dಧC <URL> Đến bây giờ cơ hội ngàn vàng là có người Từ Châu u về 4 lại là con nhà giầu có dể gây dư luận bức xúc và nguồn gốc bệnh từ Ý thì lại toàn bộ truyền thông theo hướng đấy . Đế vẫn tung tin dịch bệnh và vừa ko ai trách Chính Quyến hay trách Trung Quốc được. Mặt khác được thể giải chi tiền viện trợ cho Vn nữa. NẾU BẠN TIN CHÍNH QUYỀN, KHÔNG NHỮUSG RIÊNG BẢN TH N BẠN MÀ CẢ GIA ĐÌNH BẠN SẼ CHẾT KHÔNG KỊP NCÁP Nhà nước nắm hết Truyền Thông thì muốn tung tin định hưởng gì chẳng được , cô ngon thì đế tư nhân mở đại truyền hình và tòa soạn bảo như nước ngoài xem có lừa được dư luận không yi sao?",2020-04-12,1
3238,"[TRỰC TIẾP] HỘI NGHỊ ÁP DỤNG NỀN TẢNG SỐ CHO DOANH NGHIỆP NH.... [TRỰC TIẾP] HỘI NGHỊ ÁP DỤNG NỀN TẢNG SỐ CHO DOANH NGHIỆP NHỎ VÀ VỪA VIỆT NAM BÌNH ỔN SẢN XUẤT KINH DOANH VÀ KẾT NỐI VỐN HẬU COVID-19 -- 🔹 Phổ biến chính sách của Đảng, Nhà nước, Chính phủ, đồng hành để góp phần tháo gỡ khó khăn cho SMEs nói riêng và doanh nghiệp nói chung. 🔸 Đưa ra nền tảng số MIỄN PHÍ đến hết 31/12/2020 (VERCO24, VERIG LENDING) của Hiệp hội cho SMEs trong hoạt động sản xuất kinh doanh, kết nối nguồn vốn hướng tới chuyển đổi số và gói hỗ trợ Tái cấu trúc sau khủng hoảng. 🔹 Cho SMEs áp dụng ngay để điều hành hoạt động sản xuất kinh doanh từ xa, kêu gọi kết nối vốn cộng đồng và chia sẻ trong thời kỳ khó khăn. Qua đó dần hình thành chuyển đổi số cho cộng đồng SMEs, đặt nền tảng xây dựng cộng đồng doanh nhân số. 🔸 Thể hiện tinh thần, trách nhiệm xã hội của doanh nhân - “Lá lành đùm lá rách, chống dịch như chống giặc”. Chi tiết tại: <URL>",2020-04-17,0
3239,"Tưởng cả trăm con rắn bò vào nhà trả thù, chàng trai kinh hã.... Tưởng cả trăm con rắn bò vào nhà trả thù, chàng trai kinh hãi tột độ khi thấy cảnh tượng chết chóc ám ảnh sau đó Nhìn những xác chết ngửa cổ lên trời mà thanh niên chỉ muốn nôn ọe váng đầu vì quá sợ hãi. Trong một lần đến chơi nhà bạn, một chàng trai người Thái Lan đã suýt bỏ chạy mất dép khi thấy hàng trăm con rắn nằm la liệt trên sàn nhà. Ban đầu, chàng trai tưởng rằng gia đình bạn mình đã “đắc tội” gì đó với loài rắn nên bị chúng kéo đến trả thù… Biết được nỗi sợ hãi và băn khoăn của chàng thanh niên, bạn của anh đã nhanh chóng giải thích rằng gia đình mình mới trở thành lò chuyên lột da rắn. Hình ảnh xác rắn chất đống khiến nhiều người nổi da gà. Cận cảnh thịt rắn sau khi kết thúc quá trình lột da. Được biết nhu cầu tiêu thụ da rắn để làm phụ kiện da tại Thái Lan đang rất cao, chính vì vậy nhiều gia đình đã chuyển sang kinh doanh mặt hàng này để thu lời. Mặc dù vậy, chính quyền địa phương cũng khuyến cáo người dân không nên khai thác quá mức tránh tình trạng mất cân bằng hệ sinh thái trong tương lai.",2025-01-10,1
3240,"MIỄN PHÍ. ĐI LIỀN nhé.
Hà Nội kêu gọi tất cả những người từ .... MIỄN PHÍ. ĐI LIỀN nhé. Hà Nội kêu gọi tất cả những người từ châu Âu về nước từ ngày 1.3 ra lấy mẫu xét nghiệm Covid-19 miễn phí. #COVID_19 #HàNội",2020-03-14,0
3241,"Bài 21: Bài giảm cân và tăng chiều cao cho trẻ
Nhằm tăng cườ.... Bài 21: Bài giảm cân và tăng chiều cao cho trẻ Nhằm tăng cường sức khỏe cho các em thiếu nhi, đặc biệt trong mùa dịch COVID-19 do virus Corona, báo Tuổi Trẻ phối hợp cùng Trung tâm Thể dục Bằng Tâm thực hiện chương trình với chủ đề ""KHỎE ĐỂ CHỐNG VIRUS CORONA"".",2020-03-14,0
3242,"Ngay trong những ngày đầu trở lại trường, do có học sinh, si.... Ngay trong những ngày đầu trở lại trường, do có học sinh, sinh viên bị sốt, một số cơ sở giáo dục đã quyết định tiếp tục cho học sinh được nghỉ học.",2020-03-04,0
3243,"Một hành khách lấy trộm 12,5 triệu đồng của khách nước ngoài.... Một hành khách lấy trộm 12,5 triệu đồng của khách nước ngoài đi máy bay từ sân bay Vinh vào sân bay Tân Sơn Nhất (<URL>) đã bị an ninh hàng không phát hiện thông qua hình ảnh camera.",2020-03-02,0
3244,"DU KHÁCH BA LAN DÙNG GOOGLE DỊCH VIẾT THƯ TAY XÚC ĐỘNG CẢM Ơ.... DU KHÁCH BA LAN DÙNG GOOGLE DỊCH VIẾT THƯ TAY XÚC ĐỘNG CẢM ƠN VIỆT NAM Tối 20/3, Ban Chỉ đạo phòng, chống dịch bệnh Covid-19 tỉnh Quảng Nam cho biết, trước khi về nước, một du khách người Ba Lan gửi lại nhân viên y tế địa phương bức thư bày tỏ lòng biết ơn về tình cảm và sự chăm sóc chu đáo, ân cần của đội ngũ nhân viên nơi đây. Bức thư được nữ du khách sử dụng Google dịch để viết lại bằng tay. Dù những dòng thư không đúng chuẩn ngữ pháp nhưng thể hiện tình cảm chân thành của nữ du khách dành cho đội ngũ nhân viên tại khu cách ly. Đây là một trong những du khách vừa hết thời gian cách ly tập trung tại Hội An Beach Resort, TP Hội An. VTC News xin đăng tải toàn bộ nội dung toàn bộ bức thư được du khách sử dụng Google dịch để viết: ""Hội An, ngày 20/3/2020. Đến các nhân viên của Trung tâm kiểm dịch tại Hội An. Thưa quý vị! Chúng tôi đã dành 11 trong 16 ngày nghỉ phép của chúng tôi tại Việt Nam để cách ly ở Hội An. Đây không phải là cách chúng tôi tưởng về kỳ nghỉ của mình, nhưng trước khi đến đây, chúng tôi đã có thể nhìn thấy nhiều địa điểm đẹp, Hà Nội, Ninh Bình, vịnh Hạ Long và Hội An tuyệt vời sẽ ở lại trong tim chúng tôi mãi mãi. Chúng tôi đến từ Ba Lan, chúng tôi sống ở TP LuBlin, quê hương của Kazimier Kmatkawski, nơi có tượng đài mà chúng ta có thể nhìn thấy ở trung tâm của khu vực cũ của Hội An. Chúng tôi cũng đã gặp thông tin về công việc của anh ấy ở Việt Nam trên các bảng tại Bảo tàng Mỹ Sơn. Đó là khoảnh khắc cảm động. Việt Nam rất đẹp, thú vị, và chúng rôi rất tiếc vì sự bùng phát của Covid-19, chúng tôi không có cách nào để biết nó hoàn toàn. Chúng tôi muốn cảm ơn bạn rất nhiều vì sự chăm sóc mà bạn đã dành cho chúng tôi. Vâng, trong giai đoạn cầu cách ly, điều kiện rất khó khăn, chúng tôi ngủ trên sàn và không có vòi sen, nhưng chúng tôi hiểu rằng, khi đối mặt với một vấn đề lớn như vậy, đôi khi bạn phải dùng đến các biện pháp như vậy. Tuy nhiên, kể từ ngày 16/3, chúng tôi đã được lưu trú tại Hội An Beach Resort, nơi có điều kiện rất thoải mái, điều này chắc chắn giúp cho việc sống sót cách ly dễ dàng hơn. Trong suốt quá trình kiểm dịch, chúng tôi cảm thấy rằng, chúng tôi đã được chăm sóc tốt và chúng tôi muốn cảm ơn bạn vì đều đó. Cảm ơn bạn vì công việc của các nhân viên y tế đã chăm sóc sức khỏe của chúng tôi mỗi ngày, mạo hiểm cuộc sống của bạn. Cảm ơn bạn đã làm việc của những người bảo vệ, đã đáp ứng rất hiệu quả nhu cầu và yêu cầu của chúng tôi. Cảm ơn bạn cho những bừa ăn ngon từ Hội An Beach Resort, bao gồm cả bánh mỳ yêu thích của chúng tôi. Chúng tôi cũng cảm ơn các cư dân của Hội An, những người đã đoàn kết với chúng tôi, mang nước trái cây và trái cây đến nơi cách ly. Nó vô cùng cảm động! Chúng tôi sẽ nhớ một điều đặc biệt là từ chuyến đi vòng quanh Việt Nam và từ kiểm dịch: Việt Nam là một đất nước của những con người tuyệt vời, tuyệt vời với những trái tim đẹp. Chúng tôi chắc chắn sẽ muốn quay trở lại một ngày nào đó để hoàn thành hành trình của chúng tôi. Một lần nữa, cảm ơn bạn đã quan tâm đến chúng tôi trong thời gian cực kỳ khó khăn của dịch Covid-19. Việt Nam sẽ ở lại trong tim của chúng tôi mãi mãi!. Joanna Zythowska và Denisz Zythowski, Ba Lan"".",2020-03-21,0
3245,NHNN: Sẽ trình đề án Mobie Money ngay đầu tháng 4/2020. NHNN: Sẽ trình đề án Mobie Money ngay đầu tháng 4/2020,2020-04-11,0
3246,"Rồi xong luôn , sau Sài Gòn thì đến lượt Long An đóng cửa cá.... Rồi xong luôn , sau Sài Gòn thì đến lượt Long An đóng cửa các hết Quán Karaoke , Rạp Chiếu phim , Massage , Điểm Internet trên địa bàn Tỉnh từ 18:00 hôm nay để phòng chống dịch Corona luôn rồi . Cầu mong đại dịch mau qua đi , trả lại sự bình yên cho nguời dân , rầu quá ☹",2020-03-16,0
3247,"❤️ Hơn 2.000 người dân huyện Thọ Xuân, tỉnh Thanh Hóa thuộc .... ❤️ Hơn 2.000 người dân huyện Thọ Xuân, tỉnh Thanh Hóa thuộc diện các gia đình chính sách, đối tượng bảo trợ xã hội, các hộ nghèo, cận nghèo đã tự nguyện không nhận tiền hỗ trợ từ gói an sinh xã hội hỗ trợ 62.000 tỷ đồng của Chính phủ, để nhường cho những người khó khăn hơn. Nghĩa cử cao đẹp này một lần nữa nêu cao tinh thần đoàn kết dân tộc, tương thân tương ái của người Việt Nam cùng nhau chia sẻ với Chính phủ, với người dân để quyết tâm đẩy lùi dịch COVID-19. ————— Ảnh: TTXVN",2020-05-12,0
3248,"Ồ, hay ho quá nhỉ? Đã tiêu tiền thuế dân chán rồi, ko rõ đón.... Ồ, hay ho quá nhỉ? Đã tiêu tiền thuế dân chán rồi, ko rõ đóng góp được gì ko mà kỳ lạ ghê! Có phải, hồng phúc của dân tộc là được như vầy sao😔",2020-04-20,1
3249,"Tại Huyện Hớn Quản, phát hiện 2 trường hợp khác phạm tội đều.... Tại Huyện Hớn Quản, phát hiện 2 trường hợp khác phạm tội đều bị kết án từ năm 2012 nhưng không thi hành án, đến nay đã hết hiệu lực thi hành.",2020-06-24,0
